Regione,eta,maschi,femmine
Toscana,62,23068,25271
Toscana,63,22680,24940
Toscana,64,22025,24584
Toscana,65,21694,24355
Toscana,66,20825,22804
Toscana,67,20375,22753
Toscana,68,20413,22423
Toscana,69,20861,23185
Toscana,70,21550,24312
Toscana,71,22807,25819
Toscana,72,22412,25887
Toscana,73,22404,25872
Toscana,74,17084,20090
Toscana,75,16846,19941
Toscana,76,16537,19990
Toscana,77,15516,19100
Toscana,78,15500,19734
Toscana,79,16774,21976
Toscana,80,15997,20744
Toscana,81,15497,20502
Toscana,82,13212,18356
Toscana,83,11504,16303
Toscana,84,11080,16241
Toscana,85,9554,14598
Toscana,86,8429,13481
Toscana,87,7161,12378
Toscana,88,6403,11618
Toscana,89,5604,10991
Toscana,90,4311,9063
Toscana,91,3436,7894
Toscana,92,2777,6558
Toscana,93,2073,5308
Toscana,94,1389,4289
Toscana,95,1065,3354
Toscana,96,746,2558
Toscana,97,450,1842
Toscana,98,331,1350
Toscana,99,190,908
Toscana,100,169,875
Toscana,Totale,1784318,1908237
Umbria,0,2766,2722
Umbria,1,2954,2745
Umbria,2,3071,2921
Umbria,3,3259,3122
Umbria,4,3295,3133
Umbria,5,3500,3345
Umbria,6,3682,3436
Umbria,7,3751,3710
Umbria,8,3836,3716
Umbria,9,4002,3740
Umbria,10,3991,3715
Umbria,11,4128,4004
Umbria,12,4182,3915
Umbria,13,4136,3846
Umbria,14,4114,3834
Umbria,15,3957,3786
Umbria,16,4016,3640
Umbria,17,3906,3762
Umbria,18,3949,3651
Umbria,19,3995,3830
Umbria,20,4201,3617
Umbria,21,4242,3671
Umbria,22,4160,3708
Umbria,23,4168,3748
Umbria,24,4131,3776
Umbria,25,4097,3851
Umbria,26,4225,3943
Umbria,27,4458,4146
Umbria,28,4387,4097
Umbria,29,4433,4289
Umbria,30,4525,4393
Umbria,31,4694,4642
Umbria,32,4567,4460
Umbria,33,4562,4628
Umbria,34,4672,4824
Umbria,35,4747,4872
Umbria,36,5139,5141
Umbria,37,5147,5067
Umbria,38,5214,5277
Umbria,39,5304,5288
Umbria,40,5478,5536
Umbria,41,5680,5925
Umbria,42,5992,6095
Umbria,43,6180,6244
Umbria,44,6353,6688
Umbria,45,6645,6999
Umbria,46,6685,6876
Umbria,47,6505,6895
Umbria,48,6637,6996
Umbria,49,6637,6786
Umbria,50,6745,7115
Umbria,51,6657,7155
Umbria,52,6572,7081
Umbria,53,6658,7002
Umbria,54,6921,7249
Umbria,55,6930,7300
Umbria,56,6338,6992
Umbria,57,6224,6731
Umbria,58,6279,6628
Umbria,59,6102,6620
Umbria,60,5852,6336
Umbria,61,5528,6005
Umbria,62,5385,5900
Umbria,63,5490,5979
Umbria,64,5331,5844
Umbria,65,5128,5758
Umbria,66,5110,5579
Umbria,67,4755,5327
Umbria,68,5009,5547
Umbria,69,5088,5588
Umbria,70,5239,5766
Umbria,71,5584,6129
Umbria,72,5105,5660
Umbria,73,4811,5477
Umbria,74,3796,4411
Umbria,75,3918,4738
Umbria,76,4168,4811
Umbria,77,3771,4424
Umbria,78,3728,4471
Umbria,79,4061,4936
Umbria,80,3730,4929
Umbria,81,3751,4868
Umbria,82,3038,4405
Umbria,83,2695,3957
Umbria,84,2613,3867
Umbria,85,2366,3672
Umbria,86,2158,3373
Umbria,87,1780,2936
Umbria,88,1633,2917
Umbria,89,1380,2710
Umbria,90,986,2250
Umbria,91,812,1922
Umbria,92,650,1728
Umbria,93,517,1339
Umbria,94,375,1135
Umbria,95,302,848
Umbria,96,176,607
Umbria,97,119,423
Umbria,98,91,332
Umbria,99,49,200
Umbria,100,35,243
Umbria,Totale,419894,450271
Marche,0,5006,4576
Marche,1,5217,4923
Marche,2,5485,5221
Marche,3,5909,5493
Marche,4,6022,5839
Marche,5,6275,5904
Marche,6,6515,5975
Marche,7,6594,6224
Marche,8,6826,6626
Marche,9,7042,6590
Marche,10,7218,6782
Marche,11,7267,6807
Marche,12,7158,6709
Marche,13,7050,6645
Marche,14,7003,6663
Marche,15,7126,6574
Marche,16,6944,6608
Marche,17,7113,6569
Marche,18,7064,6594
Marche,19,7551,6723
Marche,20,7463,6772
Marche,21,7785,6790
Marche,22,7587,6826
Marche,23,7510,6763
Marche,24,7561,6867
Marche,25,7436,6872
Marche,26,7500,7100
Marche,27,7842,7359
Marche,28,7863,7292
Marche,29,7957,7594
Marche,30,7791,7576
Marche,31,7883,7842
Marche,32,7799,7574
Marche,33,8082,7849
Marche,34,8080,8210
Marche,35,8255,8226
Marche,36,8441,8565
Marche,37,8901,8844
Marche,38,8946,8898
Marche,39,9351,9274
Marche,40,9639,9811
Marche,41,10365,10334
Marche,42,10522,10772
Marche,43,11013,10891
Marche,44,11401,11620
Marche,45,11843,11742
Marche,46,11534,11713
Marche,47,11724,11770
Marche,48,11975,12287
Marche,49,11693,11801
Marche,50,11901,12487
Marche,51,11883,12167
Marche,52,11824,12301
Marche,53,11961,12323
Marche,54,11996,12164
Marche,55,12293,12560
Marche,56,11506,12011
Marche,57,11153,11233
Marche,58,11148,11488
Marche,59,10594,11201
Marche,60,10190,11010
Marche,61,9931,10631
Marche,62,9629,10454
Marche,63,9599,10599
Marche,64,9217,10186
Marche,65,9002,9694
Marche,66,8665,9485
Marche,67,8727,9333
Marche,68,8726,9554
Marche,69,8882,9652
Marche,70,8508,9345
Marche,71,8648,9660
Marche,72,8361,9228
Marche,73,8168,9377
Marche,74,6773,7637
Marche,75,6364,7467
Marche,76,6639,7785
Marche,77,6113,7422
Marche,78,5928,7486
Marche,79,6578,8454
Marche,80,6599,8467
Marche,81,6321,8443
Marche,82,5555,7368
Marche,83,4680,6841
Marche,84,4596,6890
Marche,85,4136,6214
Marche,86,3549,5772
Marche,87,2919,5009
Marche,88,2756,4923
Marche,89,2314,4473
Marche,90,1814,3572
Marche,91,1460,3203
Marche,92,1197,2854
Marche,93,849,2366
Marche,94,672,1884
Marche,95,418,1364
Marche,96,329,1039
Marche,97,202,733
Marche,98,128,563
Marche,99,94,352
Marche,100,69,378
Marche,Totale,735691,776981
Lazio,0,19697,18465
Lazio,1,21734,20595
Lazio,2,22860,21447
Lazio,3,23953,22637
Lazio,4,24335,23446
Lazio,5,25615,23898
Lazio,6,25957,24493
Lazio,7,27324,26009
Lazio,8,27399,25896
Lazio,9,28116,26493
Lazio,10,28338,26442
Lazio,11,28167,27037
Lazio,12,28661,26769
Lazio,13,28261,26734
Lazio,14,27449,25800
Lazio,15,27681,26000
Lazio,16,27280,25891
Lazio,17,27007,25264
Lazio,18,27298,25435
Lazio,19,28048,25741
Lazio,20,27906,25341
Lazio,21,28682,25641
Lazio,22,28497,25708
Lazio,23,28798,25964
Lazio,24,29169,26174
Lazio,25,29051,26776
Lazio,26,29243,27614
Lazio,27,30659,28907
Lazio,28,30248,28913
Lazio,29,31252,29918
Lazio,30,31230,30280
Lazio,31,32167,31538
Lazio,32,31687,31721
Lazio,33,32079,31744
Lazio,34,33454,33416
Lazio,35,34722,34341
Lazio,36,35567,35038
Lazio,37,36661,36860
Lazio,38,36780,37582
Lazio,39,37605,38236
Lazio,40,38659,39579
Lazio,41,40660,41853
Lazio,42,41497,42593
Lazio,43,42878,44780
Lazio,44,45028,47066
Lazio,45,46529,49270
Lazio,46,46614,49180
Lazio,47,46966,49806
Lazio,48,46873,49854
Lazio,49,47022,49621
Lazio,50,47322,50650
Lazio,51,46692,50158
Lazio,52,46501,50400
Lazio,53,47286,49996
Lazio,54,47144,49959
Lazio,55,47563,51032
Lazio,56,44355,47906
Lazio,57,42379,45800
Lazio,58,41033,44646
Lazio,59,39124,42884
Lazio,60,37695,41593
Lazio,61,35867,39947
Lazio,62,35154,39131
Lazio,63,34400,38022
Lazio,64,33567,37448
Lazio,65,32588,36866
Lazio,66,30600,34675
Lazio,67,29698,33710
Lazio,68,29014,33364
Lazio,69,29674,34076
Lazio,70,29442,33961
Lazio,71,30489,35866
Lazio,72,30137,35125
Lazio,73,28556,34408
Lazio,74,21868,26876
Lazio,75,21717,26670
Lazio,76,21986,28028
Lazio,77,20998,26930
Lazio,78,20768,26866
Lazio,79,21934,29382
Lazio,80,20627,27777
Lazio,81,18948,26319
Lazio,82,16628,23840
Lazio,83,14674,21739
Lazio,84,13955,20969
Lazio,85,12048,19514
Lazio,86,10448,17386
Lazio,87,8811,15478
Lazio,88,7801,14192
Lazio,89,6742,13482
Lazio,90,5173,10558
Lazio,91,3921,8962
Lazio,92,3019,7417
Lazio,93,2323,6106
Lazio,94,1601,4630
Lazio,95,1216,3658
Lazio,96,852,2766
Lazio,97,598,1968
Lazio,98,369,1443
Lazio,99,272,958
Lazio,100,241,1176
Lazio,Totale,2779181,2976519
Abruzzo,0,4264,4108
Abruzzo,1,4494,4316
Abruzzo,2,4874,4562
Abruzzo,3,5138,4833
Abruzzo,4,5211,4874
Abruzzo,5,5296,5004
Abruzzo,6,5381,5072
Abruzzo,7,5623,5343
Abruzzo,8,5802,5313
Abruzzo,9,5882,5597
Abruzzo,10,5821,5465
Abruzzo,11,6015,5676
Abruzzo,12,5863,5624
Abruzzo,13,5870,5494
Abruzzo,14,5854,5634
Abruzzo,15,6035,5559
Abruzzo,16,5970,5543
Abruzzo,17,5930,5456
Abruzzo,18,6090,5703
Abruzzo,19,6412,5647
Abruzzo,20,6309,5716
Abruzzo,21,6476,5943
Abruzzo,22,6542,5819
Abruzzo,23,6481,6119
Abruzzo,24,6548,5931
Abruzzo,25,6683,6309
Abruzzo,26,6955,6419
Abruzzo,27,7181,6747
Abruzzo,28,7106,6736
Abruzzo,29,7191,6872
Abruzzo,30,7329,6807
Abruzzo,31,7341,7068
Abruzzo,32,7138,7018
Abruzzo,33,7386,7161
Abruzzo,34,7551,7396
Abruzzo,35,7760,7472
Abruzzo,36,7739,7490
Abruzzo,37,7955,7976
Abruzzo,38,7966,7869
Abruzzo,39,8307,7984
Abruzzo,40,8565,8365
Abruzzo,41,8940,8654
Abruzzo,42,8999,8739
Abruzzo,43,9308,9185
Abruzzo,44,9363,9642
Abruzzo,45,9987,9832
Abruzzo,46,9647,9928
Abruzzo,47,9982,10212
Abruzzo,48,10044,10514
Abruzzo,49,9910,10244
Abruzzo,50,10418,10636
Abruzzo,51,10332,10540
Abruzzo,52,10322,10738
Abruzzo,53,10447,10798
Abruzzo,54,10452,10820
Abruzzo,55,10636,10742
Abruzzo,56,9842,10290
Abruzzo,57,9470,9923
Abruzzo,58,9113,9926
Abruzzo,59,9016,9696
Abruzzo,60,8844,9577
Abruzzo,61,8552,9181
Abruzzo,62,8422,9050
Abruzzo,63,8422,8756
Abruzzo,64,8228,8960
Abruzzo,65,8038,8758
Abruzzo,66,7535,8193
Abruzzo,67,7479,8120
Abruzzo,68,7350,8246
Abruzzo,69,7675,8319
Abruzzo,70,7731,8502
Abruzzo,71,7694,8655
Abruzzo,72,7341,8062
Abruzzo,73,7077,7764
Abruzzo,74,5110,5956
Abruzzo,75,5539,6253
Abruzzo,76,5149,6137
Abruzzo,77,4934,5893
Abruzzo,78,4887,5849
Abruzzo,79,5348,6691
Abruzzo,80,5207,6695
Abruzzo,81,4610,5988
Abruzzo,82,4385,5825
Abruzzo,83,3841,5392
Abruzzo,84,3612,5273
Abruzzo,85,3151,4900
Abruzzo,86,2902,4774
Abruzzo,87,2414,4021
Abruzzo,88,2118,3813
Abruzzo,89,1941,3626
Abruzzo,90,1435,2904
Abruzzo,91,1114,2464
Abruzzo,92,932,2157
Abruzzo,93,649,1677
Abruzzo,94,491,1298
Abruzzo,95,352,1044
Abruzzo,96,230,772
Abruzzo,97,166,579
Abruzzo,98,140,386
Abruzzo,99,73,259
Abruzzo,100,63,330
Abruzzo,Totale,631743,662198
Molise,0,983,905
Molise,1,949,914
Molise,2,1083,996
Molise,3,1029,997
Molise,4,1096,1019
Molise,5,1153,1000
Molise,6,1119,1073
Molise,7,1175,1070
Molise,8,1164,1152
Molise,9,1283,1161
Molise,10,1183,1088
Molise,11,1304,1167
Molise,12,1271,1210
Molise,13,1268,1211
Molise,14,1336,1212
Molise,15,1371,1195
Molise,16,1358,1245
Molise,17,1351,1321
Molise,18,1426,1314
Molise,19,1484,1383
Molise,20,1588,1377
Molise,21,1722,1420
Molise,22,1666,1410
Molise,23,1601,1476
Molise,24,1630,1510
Molise,25,1735,1505
Molise,26,1737,1580
Molise,27,1779,1648
Molise,28,1833,1563
Molise,29,1738,1604
Molise,30,1742,1607
Molise,31,1767,1619
Molise,32,1833,1595
Molise,33,1762,1578
Molise,34,1768,1670
Molise,35,1779,1648
Molise,36,1826,1653
Molise,37,1823,1760
Molise,38,1866,1779
Molise,39,1822,1764
Molise,40,1924,1873
Molise,41,1971,1931
Molise,42,1989,1974
Molise,43,2146,1920
Molise,44,2202,2122
Molise,45,2276,2223
Molise,46,2143,2197
Molise,47,2211,2246
Molise,48,2210,2218
Molise,49,2213,2225
Molise,50,2299,2384
Molise,51,2316,2379
Molise,52,2344,2477
Molise,53,2378,2508
Molise,54,2419,2465
Molise,55,2530,2523
Molise,56,2372,2322
Molise,57,2249,2317
Molise,58,2291,2233
Molise,59,2283,2354
Molise,60,2168,2276
Molise,61,1989,2215
Molise,62,2070,2134
Molise,63,2101,2096
Molise,64,2025,2096
Molise,65,2003,2155
Molise,66,1849,1937
Molise,67,1893,2019
Molise,68,1748,1857
Molise,69,1893,1985
Molise,70,1975,2055
Molise,71,1903,2002
Molise,72,1782,1926
Molise,73,1678,1730
Molise,74,1246,1395
Molise,75,1192,1379
Molise,76,1105,1290
Molise,77,1074,1223
Molise,78,1111,1412
Molise,79,1235,1578
Molise,80,1242,1691
Molise,81,1068,1374
Molise,82,999,1407
Molise,83,926,1425
Molise,84,877,1353
Molise,85,833,1305
Molise,86,724,1215
Molise,87,596,1054
Molise,88,538,940
Molise,89,486,985
Molise,90,383,757
Molise,91,270,641
Molise,92,219,597
Molise,93,171,469
Molise,94,113,343
Molise,95,99,294
Molise,96,67,202
Molise,97,48,171
Molise,98,43,119
Molise,99,18,79
Molise,100,24,92
Molise,Totale,147953,152563
Campania,0,23548,22462
Campania,1,24392,22746
Campania,2,25245,24101
Campania,3,25422,24056
Campania,4,25755,24455
Campania,5,26369,24576
Campania,6,26543,25463
Campania,7,28135,26238
Campania,8,28661,26870
Campania,9,29648,27591
Campania,10,30083,28701
Campania,11,30405,29066
Campania,12,31065,29669
Campania,13,31568,29537
Campania,14,31716,29988
Campania,15,32881,30912
Campania,16,32944,31576
Campania,17,32907,31204
Campania,18,34083,31736
Campania,19,34789,32455
Campania,20,35099,32426
Campania,21,35426,32326
Campania,22,35245,32389
Campania,23,35249,32905
Campania,24,34679,33423
Campania,25,35176,33582
Campania,26,35466,34362
Campania,27,36800,35854
Campania,28,36232,35588
Campania,29,35958,35294
Campania,30,35567,35215
Campania,31,35879,35798
Campania,32,35137,34254
Campania,33,34643,34189
Campania,34,35725,34665
Campania,35,35596,35841
Campania,36,35980,36025
Campania,37,37127,36689
Campania,38,36239,36702
Campania,39,37055,36932
Campania,40,37549,38091
Campania,41,38483,39232
Campania,42,39267,39978
Campania,43,40615,41593
Campania,44,42193,42816
Campania,45,43116,44827
Campania,46,42280,44381
Campania,47,42565,44669
Campania,48,42476,45209
Campania,49,41719,44538
Campania,50,43091,45468
Campania,51,42853,45637
Campania,52,43220,46290
Campania,53,43598,46445
Campania,54,43588,46343
Campania,55,44388,47363
Campania,56,41300,44681
Campania,57,40139,43762
Campania,58,39222,42815
Campania,59,37444,41037
Campania,60,37047,40129
Campania,61,34939,38127
Campania,62,34478,37499
Campania,63,32639,35943
Campania,64,33276,35853
Campania,65,32405,35734
Campania,66,29845,32447
Campania,67,28725,31315
Campania,68,28700,31173
Campania,69,28825,31768
Campania,70,28408,31781
Campania,71,28798,32349
Campania,72,27315,31061
Campania,73,27197,31071
Campania,74,21796,25201
Campania,75,18119,21575
Campania,76,18807,23506
Campania,77,17589,22110
Campania,78,16132,21335
Campania,79,17270,22960
Campania,80,16138,22169
Campania,81,14162,20119
Campania,82,12837,18623
Campania,83,10891,17016
Campania,84,10401,16460
Campania,85,8873,14726
Campania,86,8103,13878
Campania,87,6918,12271
Campania,88,5743,10959
Campania,89,4870,10116
Campania,90,3740,7979
Campania,91,2873,6756
Campania,92,2150,5346
Campania,93,1613,4141
Campania,94,1095,3281
Campania,95,785,2409
Campania,96,557,1809
Campania,97,395,1275
Campania,98,237,912
Campania,99,183,600
Campania,100,199,709
Campania,Totale,2784616,2927527
Puglia,0,13955,13171
Puglia,1,14770,13646
Puglia,2,15104,14543
Puglia,3,15745,14852
Puglia,4,15835,15136
Puglia,5,16773,15645
Puglia,6,17002,16059
Puglia,7,17709,16568
Puglia,8,18212,17171
Puglia,9,18776,17780
Puglia,10,19033,17922
Puglia,11,19306,18167
Puglia,12,19591,18324
Puglia,13,19525,18637
Puglia,14,20075,18791
Puglia,15,20477,19790
Puglia,16,20733,19865
Puglia,17,20852,19919
Puglia,18,21746,20299
Puglia,19,22251,20876
Puglia,20,22662,20478
Puglia,21,22593,20560
Puglia,22,22436,20589
Puglia,23,22357,20879
Puglia,24,22303,20761
Puglia,25,22352,20914
Puglia,26,22779,21513
Puglia,27,23631,22407
Puglia,28,23123,22007
Puglia,29,23105,21826
Puglia,30,22323,22094
Puglia,31,23131,22377
Puglia,32,22479,22085
Puglia,33,22455,21744
Puglia,34,22130,22104
Puglia,35,22758,23114
Puglia,36,23136,23051
Puglia,37,23593,24118
Puglia,38,23830,24600
Puglia,39,24791,25048
Puglia,40,26197,26336
Puglia,41,27096,27193
Puglia,42,28166,28316
Puglia,43,29075,29581
Puglia,44,29923,30318
Puglia,45,30282,31500
Puglia,46,29408,30463
Puglia,47,29115,29875
Puglia,48,29740,30668
Puglia,49,29519,30521
Puglia,50,29848,31736
Puglia,51,29980,31808
Puglia,52,30521,32051
Puglia,53,30677,32334
Puglia,54,30420,32582
Puglia,55,30986,32919
Puglia,56,28515,30773
Puglia,57,27804,29944
Puglia,58,27482,29649
Puglia,59,26785,28772
Puglia,60,25902,28275
Puglia,61,24227,27060
Puglia,62,24746,27181
Puglia,63,23939,26472
Puglia,64,23694,26222
Puglia,65,23105,25313
Puglia,66,22201,24493
Puglia,67,21194,23495
Puglia,68,21878,24189
Puglia,69,22421,24893
Puglia,70,22233,24666
Puglia,71,23184,26214
Puglia,72,21645,24485
Puglia,73,20807,24241
Puglia,74,17601,20157
Puglia,75,15445,18294
Puglia,76,15160,18123
Puglia,77,15150,18433
Puglia,78,14072,17264
Puglia,79,14831,18529
Puglia,80,13946,18288
Puglia,81,12657,17015
Puglia,82,11329,15902
Puglia,83,9964,14295
Puglia,84,9390,13866
Puglia,85,8395,12956
Puglia,86,7253,11676
Puglia,87,6227,10560
Puglia,88,5408,9491
Puglia,89,4773,8833
Puglia,90,3528,7024
Puglia,91,2817,6014
Puglia,92,2263,5088
Puglia,93,1561,3860
Puglia,94,1169,2934
Puglia,95,836,2139
Puglia,96,615,1744
Puglia,97,411,1214
Puglia,98,246,832
Puglia,99,157,568
Puglia,100,176,706
Puglia,Totale,1923532,2029773
Basilicata,0,1909,1721
Basilicata,1,1843,1796
Basilicata,2,2045,1853
Basilicata,3,2044,1924
Basilicata,4,2038,1958
Basilicata,5,2047,1998
Basilicata,6,2093,1933
Basilicata,7,2309,2097
Basilicata,8,2252,2122
Basilicata,9,2321,2206
Basilicata,10,2454,2268
Basilicata,11,2528,2324
Basilicata,12,2497,2295
Basilicata,13,2579,2374
Basilicata,14,2536,2384
Basilicata,15,2618,2628
Basilicata,16,2774,2515
Basilicata,17,2834,2632
Basilicata,18,2917,2612
Basilicata,19,3073,2675
Basilicata,20,3036,2739
Basilicata,21,3105,2670
Basilicata,22,3065,2727
Basilicata,23,3101,2764
Basilicata,24,3131,2802
Basilicata,25,3126,2937
Basilicata,26,3239,2926
Basilicata,27,3444,3191
Basilicata,28,3319,3154
Basilicata,29,3502,3205
Basilicata,30,3397,3101
Basilicata,31,3340,3164
Basilicata,32,3346,3072
Basilicata,33,3251,3002
Basilicata,34,3409,3104
Basilicata,35,3415,3224
Basilicata,36,3325,3215
Basilicata,37,3319,3308
Basilicata,38,3370,3229
Basilicata,39,3384,3229
Basilicata,40,3472,3296
Basilicata,41,3735,3484
Basilicata,42,3635,3726
Basilicata,43,4005,3865
Basilicata,44,3945,4044
Basilicata,45,4144,4045
Basilicata,46,4049,4010
Basilicata,47,4047,4197
Basilicata,48,4104,4222
Basilicata,49,4124,4318
Basilicata,50,4359,4322
Basilicata,51,4322,4434
Basilicata,52,4443,4579
Basilicata,53,4221,4538
Basilicata,54,4393,4524
Basilicata,55,4529,4698
Basilicata,56,4312,4409
Basilicata,57,4371,4429
Basilicata,58,4153,4402
Basilicata,59,4047,4337
Basilicata,60,3923,4128
Basilicata,61,3821,3942
Basilicata,62,3565,4041
Basilicata,63,3749,3976
Basilicata,64,3685,3721
Basilicata,65,3571,3825
Basilicata,66,3354,3456
Basilicata,67,3217,3487
Basilicata,68,3140,3428
Basilicata,69,3335,3453
Basilicata,70,3348,3472
Basilicata,71,3310,3669
Basilicata,72,2932,3350
Basilicata,73,2676,3004
Basilicata,74,1990,2409
Basilicata,75,2019,2300
Basilicata,76,1971,2274
Basilicata,77,1851,2330
Basilicata,78,1813,2311
Basilicata,79,2140,2636
Basilicata,80,2110,2761
Basilicata,81,1942,2606
Basilicata,82,1834,2581
Basilicata,83,1673,2376
Basilicata,84,1490,2284
Basilicata,85,1432,2214
Basilicata,86,1249,2020
Basilicata,87,1052,1725
Basilicata,88,930,1532
Basilicata,89,795,1501
Basilicata,90,655,1201
Basilicata,91,505,965
Basilicata,92,401,822
Basilicata,93,266,671
Basilicata,94,192,502
Basilicata,95,148,335
Basilicata,96,130,281
Basilicata,97,89,202
Basilicata,98,53,173
Basilicata,99,29,78
Basilicata,100,20,105
Basilicata,Totale,272150,281104
Calabria,0,7242,6935
Calabria,1,7593,7184
Calabria,2,7854,7491
Calabria,3,8008,7620
Calabria,4,8155,7746
Calabria,5,8321,7747
Calabria,6,8191,7884
Calabria,7,8540,7943
Calabria,8,8638,8076
Calabria,9,8792,8462
Calabria,10,9055,8436
Calabria,11,8922,8771
Calabria,12,9189,8571
Calabria,13,9466,8812
Calabria,14,9340,8739
Calabria,15,9660,9005
Calabria,16,9666,9034
Calabria,17,9662,8911
Calabria,18,9990,9413
Calabria,19,10465,9602
Calabria,20,10549,9502
Calabria,21,10677,9766
Calabria,22,10414,9621
Calabria,23,10753,9780
Calabria,24,10722,10162
Calabria,25,11050,10278
Calabria,26,11393,10751
Calabria,27,11535,11219
Calabria,28,11548,11025
Calabria,29,11879,11265
Calabria,30,12007,11407
Calabria,31,12188,11734
Calabria,32,11835,11632
Calabria,33,11741,11443
Calabria,34,11803,11492
Calabria,35,12207,11456
Calabria,36,11944,11578
Calabria,37,12040,11953
Calabria,38,12072,11877
Calabria,39,12249,12010
Calabria,40,12406,12420
Calabria,41,12670,12490
Calabria,42,12650,13040
Calabria,43,13353,13586
Calabria,44,13337,13524
Calabria,45,13358,13825
Calabria,46,13368,13749
Calabria,47,13306,14041
Calabria,48,13422,14341
Calabria,49,13335,14196
Calabria,50,13915,15136
Calabria,51,13847,14772
Calabria,52,13980,14973
Calabria,53,13953,15094
Calabria,54,13902,14902
Calabria,55,14534,15528
Calabria,56,13690,14683
Calabria,57,13590,14691
Calabria,58,13455,14502
Calabria,59,13360,14297
Calabria,60,13049,13911
Calabria,61,12129,12927
Calabria,62,12620,13143
Calabria,63,12102,12773
Calabria,64,12021,12652
Calabria,65,11962,12513
Calabria,66,11269,11776
Calabria,67,10575,11170
Calabria,68,10693,11461
Calabria,69,10886,11583
Calabria,70,10811,11549
Calabria,71,10748,11735
Calabria,72,10411,11297
Calabria,73,9344,10387
Calabria,74,7222,8012
Calabria,75,7211,7914
Calabria,76,6829,7948
Calabria,77,6695,7810
Calabria,78,6307,7470
Calabria,79,6994,8514
Calabria,80,6570,8203
Calabria,81,5819,7815
Calabria,82,5411,7238
Calabria,83,4925,7067
Calabria,84,4693,6774
Calabria,85,4214,6282
Calabria,86,3942,5976
Calabria,87,3215,5408
Calabria,88,2741,4790
Calabria,89,2377,4260
Calabria,90,1817,3468
Calabria,91,1442,2853
Calabria,92,1091,2340
Calabria,93,859,1940
Calabria,94,618,1508
Calabria,95,461,1209
Calabria,96,321,881
Calabria,97,215,599
Calabria,98,128,439
Calabria,99,107,302
Calabria,100,102,358
Calabria,Totale,927732,966378
Sicilia,0,19488,18195
Sicilia,1,20256,19203
Sicilia,2,20891,19611
Sicilia,3,20751,19838
Sicilia,4,21529,20374
Sicilia,5,22057,20915
Sicilia,6,21726,20690
Sicilia,7,22710,21832
Sicilia,8,22821,21821
Sicilia,9,23580,22622
Sicilia,10,24275,22932
Sicilia,11,24683,23379
Sicilia,12,24463,23301
Sicilia,13,25352,23396
Sicilia,14,25611,24088
Sicilia,15,26092,24534
Sicilia,16,25985,24631
Sicilia,17,26176,24719
Sicilia,18,27305,25070
Sicilia,19,28659,25340
Sicilia,20,28678,25985
Sicilia,21,28075,25643
Sicilia,22,28022,25752
Sicilia,23,27871,26180
Sicilia,24,27989,26453
Sicilia,25,28555,26938
Sicilia,26,29130,27961
Sicilia,27,30233,28989
Sicilia,28,29629,28535
Sicilia,29,29762,28777
Sicilia,30,29554,28983
Sicilia,31,29804,28980
Sicilia,32,28961,28320
Sicilia,33,29061,28271
Sicilia,34,29050,28774
Sicilia,35,29539,29453
Sicilia,36,29237,28994
Sicilia,37,30104,30026
Sicilia,38,30018,30211
Sicilia,39,31125,31282
Sicilia,40,31279,31818
Sicilia,41,32277,32617
Sicilia,42,32518,33320
Sicilia,43,34156,34892
Sicilia,44,35059,35749
Sicilia,45,36070,37287
Sicilia,46,35331,36689
Sicilia,47,35515,36900
Sicilia,48,35899,37950
Sicilia,49,35313,37800
Sicilia,50,36784,38684
Sicilia,51,36149,38350
Sicilia,52,36539,38690
Sicilia,53,36149,38539
Sicilia,54,35700,38390
Sicilia,55,36835,39178
Sicilia,56,34654,37217
Sicilia,57,34267,37317
Sicilia,58,33390,36380
Sicilia,59,33158,36595
Sicilia,60,31691,34474
Sicilia,61,30481,33517
Sicilia,62,30309,33475
Sicilia,63,29441,32703
Sicilia,64,29611,32169
Sicilia,65,28805,32276
Sicilia,66,26652,29500
Sicilia,67,26145,29250
Sicilia,68,25937,28659
Sicilia,69,26466,29640
Sicilia,70,26276,29773
Sicilia,71,26951,30604
Sicilia,72,26240,30044
Sicilia,73,23517,27529
Sicilia,74,19755,23006
Sicilia,75,18483,22064
Sicilia,76,17194,20955
Sicilia,77,16504,20735
Sicilia,78,16017,20565
Sicilia,79,17594,23159
Sicilia,80,16466,21729
Sicilia,81,14937,20477
Sicilia,82,12769,18005
Sicilia,83,11808,16991
Sicilia,84,10951,16390
Sicilia,85,10100,15647
Sicilia,86,8991,14285
Sicilia,87,7280,12422
Sicilia,88,6248,11220
Sicilia,89,5666,10748
Sicilia,90,4041,8157
Sicilia,91,3275,6976
Sicilia,92,2500,5317
Sicilia,93,1862,4577
Sicilia,94,1355,3483
Sicilia,95,988,2813
Sicilia,96,655,1859
Sicilia,97,452,1415
Sicilia,98,296,903
Sicilia,99,178,651
Sicilia,100,206,826
Sicilia,Totale,2370942,2504348
Sardegna,0,4424,4293
Sardegna,1,4754,4457
Sardegna,2,5176,4830
Sardegna,3,5408,5015
Sardegna,4,5717,5250
Sardegna,5,5828,5424
Sardegna,6,5970,5644
Sardegna,7,6331,5875
Sardegna,8,6609,6234
Sardegna,9,6865,6379
Sardegna,10,6938,6339
Sardegna,11,6848,6479
Sardegna,12,6801,6496
Sardegna,13,6961,6433
Sardegna,14,7017,6459
Sardegna,15,6891,6375
